date_time,sku,quantity_demanded,customer_id,order_type,price,demand_source,lead_time_days
1/8/2024,SKU_6,14,Cust_8,Online,75.82,Store,5
1/8/2024,SKU_6,7,Cust_14,Retail,41.77,Store,3
1/8/2024,SKU_6,8,Cust_11,Wholesale,12.17,Mobile App,2
1/9/2024,SKU_6,2,Cust_16,Wholesale,28.85,Distributor,4
1/9/2024,SKU_6,14,Cust_13,Online,57.59,Distributor,2
1/9/2024,SKU_6,2,Cust_5,Online,28.43,Store,2
1/9/2024,SKU_6,10,Cust_1,Retail,55.75,Website,3
1/10/2024,SKU_6,17,Cust_11,Wholesale,95.41,Mobile App,3
1/10/2024,SKU_6,13,Cust_10,Wholesale,79.03,Store,5
1/11/2024,SKU_6,25,Cust_14,Online,65.8,Website,3
1/12/2024,SKU_6,35,Cust_7,Online,12.01,Distributor,4
1/13/2024,SKU_6,4,Cust_15,Retail,31.56,Distributor,4
1/13/2024,SKU_6,5,Cust_18,Online,96.32,Distributor,5
1/13/2024,SKU_6,3,Cust_15,Retail,85.13,Distributor,3
1/13/2024,SKU_6,5,Cust_17,Online,15.84,Store,5
1/14/2024,SKU_6,5,Cust_15,Online,74.62,Store,5
1/14/2024,SKU_6,10,Cust_20,Online,64.02,Mobile App,5
1/15/2024,SKU_6,32,Cust_9,Wholesale,39.29,Store,2
1/16/2024,SKU_6,9,Cust_8,Wholesale,18.16,Mobile App,3
1/16/2024,SKU_6,12,Cust_9,Retail,64.69,Distributor,4
1/16/2024,SKU_6,9,Cust_1,Retail,61.21,Website,4
1/16/2024,SKU_6,4,Cust_5,Retail,37.17,Mobile App,5
1/17/2024,SKU_6,12,Cust_18,Retail,10.73,Mobile App,4
1/17/2024,SKU_6,3,Cust_16,Retail,22.74,Distributor,3
1/17/2024,SKU_6,6,Cust_13,Wholesale,15.12,Distributor,2
1/17/2024,SKU_6,8,Cust_18,Retail,49.72,Website,2
1/18/2024,SKU_6,16,Cust_8,Wholesale,48.12,Website,5
1/18/2024,SKU_6,13,Cust_19,Retail,34.04,Store,5
1/19/2024,SKU_6,19,Cust_13,Wholesale,12.8,Website,4
1/19/2024,SKU_6,11,Cust_11,Retail,51.62,Store,3
1/20/2024,SKU_6,11,Cust_19,Wholesale,30.54,Mobile App,4
1/20/2024,SKU_6,6,Cust_14,Retail,63.61,Store,4
1/20/2024,SKU_6,6,Cust_7,Wholesale,91.06,Website,2
1/21/2024,SKU_6,19,Cust_8,Online,13.06,Distributor,2
1/22/2024,SKU_6,7,Cust_15,Wholesale,28.72,Website,3
1/22/2024,SKU_6,17,Cust_5,Retail,89.34,Store,4
1/22/2024,SKU_6,13,Cust_7,Wholesale,22.49,Website,2
1/23/2024,SKU_6,13,Cust_3,Wholesale,32.02,Store,3
1/23/2024,SKU_6,12,Cust_8,Retail,14.81,Distributor,3
1/23/2024,SKU_6,11,Cust_18,Wholesale,65.14,Store,3
1/24/2024,SKU_6,34,Cust_11,Retail,13.81,Distributor,4
1/25/2024,SKU_6,26,Cust_9,Online,37.79,Mobile App,2
1/26/2024,SKU_6,11,Cust_2,Retail,68.06,Mobile App,5
1/26/2024,SKU_6,15,Cust_10,Online,22.81,Store,3
1/27/2024,SKU_6,20,Cust_5,Retail,22.83,Website,3
1/28/2024,SKU_6,8,Cust_17,Wholesale,21.76,Store,2
1/28/2024,SKU_6,7,Cust_5,Online,95.07,Mobile App,4
1/28/2024,SKU_6,7,Cust_3,Online,85.32,Mobile App,3
1/29/2024,SKU_6,13,Cust_4,Online,40.58,Distributor,3
1/29/2024,SKU_6,7,Cust_8,Retail,26.04,Store,4
1/29/2024,SKU_6,5,Cust_8,Retail,74.71,Store,5
1/30/2024,SKU_6,5,Cust_1,Wholesale,95.17,Mobile App,2
1/30/2024,SKU_6,11,Cust_1,Retail,10.39,Distributor,4
1/30/2024,SKU_6,10,Cust_19,Wholesale,81.93,Distributor,4
1/31/2024,SKU_6,10,Cust_10,Retail,11.57,Store,3
1/31/2024,SKU_6,10,Cust_3,Wholesale,94.34,Mobile App,2
1/31/2024,SKU_6,5,Cust_17,Retail,29.71,Distributor,3
2/1/2024,SKU_6,17,Cust_10,Online,48.98,Distributor,5
2/1/2024,SKU_6,21,Cust_12,Retail,27.94,Mobile App,4
2/2/2024,SKU_6,31,Cust_10,Retail,11.67,Mobile App,2
2/3/2024,SKU_6,18,Cust_4,Retail,99.09,Store,3
2/4/2024,SKU_6,6,Cust_12,Retail,68.73,Website,3
2/4/2024,SKU_6,5,Cust_15,Retail,71.92,Distributor,2
2/4/2024,SKU_6,7,Cust_13,Online,97.35,Distributor,3
2/5/2024,SKU_6,35,Cust_5,Retail,27.27,Mobile App,2
2/6/2024,SKU_6,9,Cust_9,Retail,20.77,Distributor,3
2/6/2024,SKU_6,5,Cust_7,Online,43.81,Mobile App,5
2/6/2024,SKU_6,8,Cust_3,Wholesale,78.63,Website,3
2/7/2024,SKU_6,14,Cust_8,Online,63.04,Store,5
2/7/2024,SKU_6,11,Cust_5,Retail,27.35,Distributor,2
2/7/2024,SKU_6,10,Cust_1,Retail,89.82,Store,3
2/8/2024,SKU_6,9,Cust_20,Retail,80.72,Store,3
2/8/2024,SKU_6,3,Cust_3,Online,53.58,Distributor,4
2/8/2024,SKU_6,8,Cust_13,Wholesale,47.32,Store,4
2/8/2024,SKU_6,7,Cust_7,Online,45.96,Distributor,3
2/9/2024,SKU_6,8,Cust_20,Retail,52.28,Website,4
2/9/2024,SKU_6,8,Cust_9,Retail,93.83,Website,4
2/9/2024,SKU_6,4,Cust_13,Wholesale,68.05,Mobile App,5
2/9/2024,SKU_6,11,Cust_9,Wholesale,58.63,Mobile App,5
2/10/2024,SKU_6,4,Cust_13,Online,75.35,Mobile App,2
2/10/2024,SKU_6,5,Cust_15,Retail,16.39,Distributor,4
2/10/2024,SKU_6,7,Cust_4,Wholesale,70.8,Store,3
2/10/2024,SKU_6,6,Cust_18,Online,80.83,Mobile App,2
2/11/2024,SKU_6,5,Cust_19,Online,20.05,Mobile App,5
2/11/2024,SKU_6,5,Cust_15,Retail,41.97,Mobile App,3
2/11/2024,SKU_6,1,Cust_1,Retail,40.56,Store,4
2/11/2024,SKU_6,5,Cust_6,Wholesale,44.34,Distributor,3
2/12/2024,SKU_6,6,Cust_3,Wholesale,82.35,Website,4
2/12/2024,SKU_6,7,Cust_13,Wholesale,16.25,Website,3
2/12/2024,SKU_6,10,Cust_8,Wholesale,85.45,Store,5
2/12/2024,SKU_6,7,Cust_10,Retail,59.21,Distributor,5
2/13/2024,SKU_6,7,Cust_4,Wholesale,82.91,Store,5
2/13/2024,SKU_6,3,Cust_16,Online,95.05,Mobile App,3
2/13/2024,SKU_6,6,Cust_17,Wholesale,26.23,Store,2
2/14/2024,SKU_6,37,Cust_9,Wholesale,30.05,Store,2
2/15/2024,SKU_6,7,Cust_8,Wholesale,40.2,Website,4
2/15/2024,SKU_6,11,Cust_15,Wholesale,77.89,Mobile App,4
2/15/2024,SKU_6,2,Cust_7,Online,17.83,Store,5
2/15/2024,SKU_6,6,Cust_18,Retail,71.19,Mobile App,4
2/16/2024,SKU_6,9,Cust_7,Wholesale,74.36,Store,3
2/16/2024,SKU_6,5,Cust_4,Wholesale,71.08,Website,2
2/16/2024,SKU_6,13,Cust_13,Retail,40.25,Website,2
2/16/2024,SKU_6,8,Cust_18,Retail,21.77,Store,3
2/17/2024,SKU_6,7,Cust_16,Wholesale,85.28,Store,4
2/17/2024,SKU_6,5,Cust_9,Online,94.4,Store,4
2/17/2024,SKU_6,8,Cust_3,Retail,87,Mobile App,2
2/18/2024,SKU_6,8,Cust_18,Wholesale,36.4,Website,4
2/18/2024,SKU_6,11,Cust_4,Wholesale,64.17,Mobile App,2
2/19/2024,SKU_6,15,Cust_4,Retail,35.34,Distributor,4
2/19/2024,SKU_6,21,Cust_11,Retail,38.77,Website,2
2/20/2024,SKU_6,11,Cust_17,Online,98.76,Mobile App,5
2/20/2024,SKU_6,10,Cust_11,Retail,34.26,Store,4
2/20/2024,SKU_6,4,Cust_18,Wholesale,32.69,Store,3
2/20/2024,SKU_6,2,Cust_13,Wholesale,95.6,Website,5
2/21/2024,SKU_6,33,Cust_10,Wholesale,43.47,Store,5
2/22/2024,SKU_6,8,Cust_9,Retail,80.36,Mobile App,3
2/22/2024,SKU_6,11,Cust_19,Wholesale,11.9,Website,2
2/22/2024,SKU_6,8,Cust_9,Wholesale,30.97,Website,5
2/22/2024,SKU_6,11,Cust_2,Online,17.23,Mobile App,3
2/23/2024,SKU_6,5,Cust_9,Retail,34.41,Website,4
2/23/2024,SKU_6,8,Cust_9,Wholesale,50.22,Mobile App,2
2/23/2024,SKU_6,10,Cust_5,Online,79.49,Mobile App,5
2/24/2024,SKU_6,19,Cust_12,Wholesale,54.6,Mobile App,3
2/25/2024,SKU_6,6,Cust_15,Retail,67.24,Distributor,5
2/25/2024,SKU_6,8,Cust_17,Retail,60.49,Store,2
2/25/2024,SKU_6,7,Cust_13,Online,68.69,Mobile App,3
2/26/2024,SKU_6,29,Cust_3,Retail,11.69,Website,4
2/27/2024,SKU_6,28,Cust_10,Online,19.35,Mobile App,4
2/28/2024,SKU_6,13,Cust_18,Online,82.47,Website,3
2/28/2024,SKU_6,5,Cust_20,Online,85.01,Website,3
2/28/2024,SKU_6,13,Cust_17,Online,37.95,Distributor,2
2/28/2024,SKU_6,7,Cust_8,Online,24.6,Store,3
2/29/2024,SKU_6,9,Cust_4,Online,48.64,Website,2
2/29/2024,SKU_6,9,Cust_1,Wholesale,94.23,Distributor,3
2/29/2024,SKU_6,8,Cust_2,Online,56.56,Store,3
3/1/2024,SKU_6,9,Cust_13,Wholesale,32.38,Store,2
3/1/2024,SKU_6,6,Cust_15,Online,56.29,Distributor,4
3/1/2024,SKU_6,13,Cust_10,Retail,23.61,Store,5
3/2/2024,SKU_6,5,Cust_16,Online,87.22,Distributor,4
3/2/2024,SKU_6,5,Cust_13,Online,97.78,Distributor,5
3/2/2024,SKU_6,5,Cust_12,Online,76.54,Distributor,5
3/3/2024,SKU_6,10,Cust_12,Online,83.64,Website,5
3/3/2024,SKU_6,11,Cust_15,Wholesale,52.91,Mobile App,2
3/4/2024,SKU_6,7,Cust_17,Online,36.15,Distributor,4
3/4/2024,SKU_6,10,Cust_6,Wholesale,57.47,Store,2
3/4/2024,SKU_6,9,Cust_4,Wholesale,19.48,Store,4
3/4/2024,SKU_6,6,Cust_2,Online,61.27,Website,4
3/5/2024,SKU_6,6,Cust_16,Online,92.99,Mobile App,4
3/5/2024,SKU_6,12,Cust_13,Online,21.76,Distributor,4
3/5/2024,SKU_6,7,Cust_14,Wholesale,88.97,Store,3
3/5/2024,SKU_6,7,Cust_18,Retail,85.52,Mobile App,3
3/6/2024,SKU_6,15,Cust_7,Online,80.06,Mobile App,2
3/6/2024,SKU_6,13,Cust_15,Online,98.38,Distributor,4
3/6/2024,SKU_6,11,Cust_20,Wholesale,83.27,Mobile App,2
3/7/2024,SKU_6,10,Cust_15,Online,78.19,Store,3
3/7/2024,SKU_6,12,Cust_13,Retail,42.11,Mobile App,3
3/7/2024,SKU_6,11,Cust_2,Retail,53.15,Website,5
3/8/2024,SKU_6,8,Cust_4,Wholesale,75.39,Website,3
3/8/2024,SKU_6,6,Cust_17,Online,52.11,Distributor,2
3/8/2024,SKU_6,13,Cust_12,Wholesale,82.28,Store,5
3/8/2024,SKU_6,11,Cust_9,Online,52.42,Mobile App,4
3/9/2024,SKU_6,20,Cust_1,Online,96.29,Website,3
3/10/2024,SKU_6,12,Cust_15,Wholesale,21.15,Store,2
3/10/2024,SKU_6,7,Cust_17,Online,36.62,Store,5
3/11/2024,SKU_6,12,Cust_11,Wholesale,97.74,Website,2
3/11/2024,SKU_6,8,Cust_12,Retail,73.16,Store,4
3/11/2024,SKU_6,7,Cust_5,Retail,47.33,Website,2
3/11/2024,SKU_6,12,Cust_11,Online,92.76,Mobile App,3
3/12/2024,SKU_6,3,Cust_6,Wholesale,38.63,Mobile App,5
3/12/2024,SKU_6,9,Cust_13,Retail,50.54,Mobile App,5
3/12/2024,SKU_6,8,Cust_18,Wholesale,76.9,Distributor,5
3/12/2024,SKU_6,11,Cust_7,Online,44.92,Distributor,2
3/13/2024,SKU_6,14,Cust_10,Retail,92.43,Distributor,5
3/13/2024,SKU_6,8,Cust_1,Online,87.36,Distributor,5
3/13/2024,SKU_6,6,Cust_13,Retail,59.42,Website,3
3/13/2024,SKU_6,11,Cust_18,Online,11.78,Mobile App,4
3/14/2024,SKU_6,33,Cust_5,Retail,95.86,Distributor,4
3/15/2024,SKU_6,17,Cust_12,Wholesale,24.2,Store,4
3/15/2024,SKU_6,18,Cust_12,Wholesale,47.99,Distributor,2
3/16/2024,SKU_6,19,Cust_10,Online,18.55,Mobile App,4
3/17/2024,SKU_6,8,Cust_17,Retail,50.28,Website,5
3/17/2024,SKU_6,5,Cust_9,Online,23.62,Store,5
3/17/2024,SKU_6,2,Cust_6,Wholesale,25.77,Store,5
3/18/2024,SKU_6,12,Cust_7,Online,71.63,Store,5
3/18/2024,SKU_6,5,Cust_7,Retail,88.63,Store,3
3/18/2024,SKU_6,13,Cust_20,Wholesale,71.2,Website,4
3/18/2024,SKU_6,12,Cust_13,Wholesale,93.49,Mobile App,4
3/19/2024,SKU_6,16,Cust_18,Online,33.71,Website,5
3/19/2024,SKU_6,17,Cust_2,Retail,39.61,Store,3
3/20/2024,SKU_6,7,Cust_12,Wholesale,55.91,Mobile App,5
3/20/2024,SKU_6,7,Cust_3,Retail,55.22,Mobile App,5
3/20/2024,SKU_6,7,Cust_1,Wholesale,29.51,Mobile App,5
3/20/2024,SKU_6,11,Cust_2,Wholesale,66.12,Website,4
3/21/2024,SKU_6,5,Cust_11,Wholesale,12.17,Mobile App,5
3/21/2024,SKU_6,4,Cust_15,Retail,57.09,Mobile App,3
3/21/2024,SKU_6,10,Cust_20,Online,55.88,Mobile App,4
3/21/2024,SKU_6,3,Cust_6,Retail,95.71,Website,4
3/22/2024,SKU_6,14,Cust_3,Online,27.06,Website,3
3/22/2024,SKU_6,13,Cust_6,Wholesale,39.07,Mobile App,2
3/23/2024,SKU_6,9,Cust_19,Wholesale,96.2,Store,4
3/23/2024,SKU_6,6,Cust_18,Online,70.4,Mobile App,3
3/23/2024,SKU_6,6,Cust_17,Wholesale,59.84,Mobile App,3
3/24/2024,SKU_6,4,Cust_19,Online,60.96,Mobile App,2
3/24/2024,SKU_6,4,Cust_14,Online,34.57,Mobile App,4
3/24/2024,SKU_6,2,Cust_11,Retail,91,Mobile App,4
3/24/2024,SKU_6,5,Cust_18,Retail,98.15,Distributor,3
3/25/2024,SKU_6,7,Cust_1,Wholesale,48.39,Website,5
3/25/2024,SKU_6,13,Cust_20,Retail,75.05,Store,3
3/25/2024,SKU_6,10,Cust_10,Retail,85.36,Distributor,3
3/26/2024,SKU_6,8,Cust_6,Online,63.55,Store,4
3/26/2024,SKU_6,12,Cust_11,Online,62.08,Distributor,5
3/26/2024,SKU_6,10,Cust_2,Retail,34.53,Mobile App,3
3/27/2024,SKU_6,9,Cust_9,Online,62.86,Distributor,3
3/27/2024,SKU_6,12,Cust_1,Wholesale,68.36,Mobile App,5
3/27/2024,SKU_6,6,Cust_7,Wholesale,16.56,Mobile App,4
3/27/2024,SKU_6,3,Cust_8,Online,39.16,Mobile App,4
3/28/2024,SKU_6,7,Cust_18,Online,95.19,Mobile App,5
3/28/2024,SKU_6,9,Cust_14,Online,65.08,Distributor,5
3/28/2024,SKU_6,9,Cust_7,Wholesale,13.53,Distributor,2
3/29/2024,SKU_6,15,Cust_13,Wholesale,45.28,Store,4
3/29/2024,SKU_6,16,Cust_19,Online,47.21,Website,4
3/30/2024,SKU_6,9,Cust_1,Online,67.52,Store,5
3/30/2024,SKU_6,5,Cust_17,Online,38.01,Mobile App,5
3/30/2024,SKU_6,4,Cust_5,Wholesale,53.16,Website,3
3/31/2024,SKU_6,8,Cust_5,Online,16.15,Store,4
3/31/2024,SKU_6,5,Cust_13,Online,62.32,Distributor,4
3/31/2024,SKU_6,7,Cust_3,Wholesale,98.49,Website,3
4/1/2024,SKU_6,27,Cust_14,Retail,10.45,Mobile App,2
4/2/2024,SKU_6,14,Cust_6,Retail,19.03,Distributor,4
4/2/2024,SKU_6,15,Cust_17,Wholesale,51.91,Distributor,2
4/3/2024,SKU_6,2,Cust_12,Online,97.95,Distributor,2
4/3/2024,SKU_6,9,Cust_11,Retail,65.72,Website,2
4/3/2024,SKU_6,5,Cust_6,Online,19.41,Website,4
4/3/2024,SKU_6,9,Cust_8,Wholesale,70.11,Website,2
4/4/2024,SKU_6,7,Cust_14,Wholesale,36.95,Website,5
4/4/2024,SKU_6,14,Cust_17,Online,31.79,Store,4
4/4/2024,SKU_6,9,Cust_1,Online,25.17,Store,3
4/5/2024,SKU_6,37,Cust_8,Retail,93.16,Mobile App,2
4/6/2024,SKU_6,20,Cust_16,Wholesale,29.44,Store,5
4/7/2024,SKU_6,7,Cust_7,Retail,80.22,Mobile App,3
4/7/2024,SKU_6,6,Cust_10,Retail,66.23,Distributor,3
4/7/2024,SKU_6,4,Cust_10,Wholesale,98.37,Store,2
4/7/2024,SKU_6,1,Cust_12,Online,94.98,Distributor,3
4/8/2024,SKU_6,10,Cust_15,Wholesale,52.17,Distributor,3
4/8/2024,SKU_6,9,Cust_4,Online,74.77,Distributor,3
4/8/2024,SKU_6,13,Cust_10,Wholesale,41.61,Mobile App,3
4/9/2024,SKU_6,31,Cust_10,Online,91.63,Mobile App,2
4/10/2024,SKU_6,7,Cust_2,Retail,62.86,Distributor,5
4/10/2024,SKU_6,10,Cust_18,Retail,27.52,Store,2
4/10/2024,SKU_6,10,Cust_20,Wholesale,89.42,Distributor,2
4/10/2024,SKU_6,5,Cust_7,Retail,81.39,Store,2
4/11/2024,SKU_6,31,Cust_5,Wholesale,40.71,Website,4
4/12/2024,SKU_6,11,Cust_5,Online,14.66,Mobile App,4
4/12/2024,SKU_6,8,Cust_11,Online,30.32,Website,3
4/12/2024,SKU_6,10,Cust_2,Wholesale,53.49,Mobile App,2
4/13/2024,SKU_6,6,Cust_8,Retail,79.73,Website,5
4/13/2024,SKU_6,3,Cust_8,Wholesale,23.33,Website,2
4/13/2024,SKU_6,5,Cust_9,Online,78.85,Store,2
4/13/2024,SKU_6,2,Cust_20,Wholesale,72.39,Website,5
4/14/2024,SKU_6,6,Cust_7,Retail,61.67,Distributor,4
4/14/2024,SKU_6,1,Cust_17,Online,84.16,Distributor,5
4/14/2024,SKU_6,5,Cust_16,Online,71.45,Store,2
4/15/2024,SKU_6,30,Cust_12,Wholesale,76.34,Website,4
4/16/2024,SKU_6,17,Cust_2,Online,57.96,Store,2
4/16/2024,SKU_6,17,Cust_15,Wholesale,13.92,Website,4
4/17/2024,SKU_6,4,Cust_7,Online,21.05,Store,4
4/17/2024,SKU_6,8,Cust_12,Retail,26.07,Distributor,4
4/17/2024,SKU_6,5,Cust_2,Online,80.29,Website,2
4/18/2024,SKU_6,33,Cust_6,Online,49.81,Distributor,2
4/19/2024,SKU_6,11,Cust_11,Wholesale,14.41,Distributor,2
4/19/2024,SKU_6,5,Cust_16,Wholesale,53.5,Distributor,5
4/19/2024,SKU_6,12,Cust_18,Retail,32,Mobile App,5
4/20/2024,SKU_6,7,Cust_16,Online,10.55,Website,4
4/20/2024,SKU_6,9,Cust_12,Online,72.55,Mobile App,5
4/21/2024,SKU_6,9,Cust_12,Online,81.21,Store,5
4/21/2024,SKU_6,12,Cust_4,Retail,17.73,Mobile App,3
4/22/2024,SKU_6,13,Cust_5,Wholesale,99.11,Mobile App,4
4/22/2024,SKU_6,14,Cust_7,Retail,63.53,Website,4
4/23/2024,SKU_6,17,Cust_18,Online,71.34,Distributor,2
4/23/2024,SKU_6,14,Cust_9,Wholesale,43.69,Distributor,5
4/23/2024,SKU_6,9,Cust_4,Wholesale,29.04,Store,3
4/24/2024,SKU_6,12,Cust_5,Retail,82.4,Distributor,3
4/24/2024,SKU_6,7,Cust_20,Retail,36.92,Website,2
4/24/2024,SKU_6,9,Cust_14,Wholesale,85.61,Store,3
4/25/2024,SKU_6,14,Cust_2,Retail,94.33,Mobile App,4
4/25/2024,SKU_6,6,Cust_11,Online,32.55,Mobile App,4
4/25/2024,SKU_6,5,Cust_5,Online,36.73,Store,4
4/26/2024,SKU_6,6,Cust_14,Wholesale,52.13,Mobile App,2
4/26/2024,SKU_6,16,Cust_15,Retail,68.34,Website,5
4/26/2024,SKU_6,6,Cust_13,Retail,84.56,Store,3
4/27/2024,SKU_6,17,Cust_4,Online,68.79,Mobile App,4
4/28/2024,SKU_6,5,Cust_13,Online,27.4,Distributor,4
4/28/2024,SKU_6,5,Cust_6,Retail,47.36,Website,2
4/28/2024,SKU_6,6,Cust_5,Online,52.3,Store,5
4/28/2024,SKU_6,3,Cust_19,Wholesale,69.62,Store,3
4/29/2024,SKU_6,21,Cust_10,Wholesale,62.31,Website,4
4/29/2024,SKU_6,19,Cust_6,Online,47,Website,4
4/30/2024,SKU_6,8,Cust_14,Retail,75.23,Website,2
4/30/2024,SKU_6,7,Cust_17,Wholesale,55.34,Website,2
4/30/2024,SKU_6,11,Cust_11,Online,18.88,Distributor,4
5/1/2024,SKU_6,16,Cust_20,Retail,29.48,Distributor,2
5/1/2024,SKU_6,16,Cust_8,Retail,78.86,Distributor,2
5/2/2024,SKU_6,10,Cust_18,Retail,54.57,Store,5
5/2/2024,SKU_6,5,Cust_6,Wholesale,82.15,Website,5
5/2/2024,SKU_6,18,Cust_4,Retail,44.71,Store,2
5/3/2024,SKU_6,28,Cust_1,Retail,79.96,Store,4
5/4/2024,SKU_6,7,Cust_8,Retail,84.38,Website,4
5/4/2024,SKU_6,5,Cust_9,Retail,87.37,Distributor,5
5/4/2024,SKU_6,5,Cust_9,Retail,92.32,Website,2
5/5/2024,SKU_6,7,Cust_19,Retail,12.6,Website,5
5/5/2024,SKU_6,13,Cust_10,Wholesale,85.84,Distributor,4
5/6/2024,SKU_6,33,Cust_9,Online,46.36,Mobile App,5
5/7/2024,SKU_6,10,Cust_18,Retail,32.02,Distributor,5
5/7/2024,SKU_6,4,Cust_12,Online,14.29,Website,2
5/7/2024,SKU_6,2,Cust_2,Wholesale,74.7,Store,5
5/7/2024,SKU_6,8,Cust_11,Online,93.86,Mobile App,2
5/8/2024,SKU_6,8,Cust_17,Wholesale,16.46,Distributor,4
5/8/2024,SKU_6,14,Cust_6,Online,14.65,Mobile App,3
5/8/2024,SKU_6,8,Cust_14,Online,25.03,Mobile App,2
5/9/2024,SKU_6,14,Cust_16,Wholesale,45.77,Website,3
5/9/2024,SKU_6,13,Cust_14,Wholesale,48.45,Store,3
5/9/2024,SKU_6,10,Cust_10,Retail,60.39,Website,3
5/10/2024,SKU_6,4,Cust_20,Retail,35.57,Store,2
5/10/2024,SKU_6,9,Cust_16,Wholesale,77.69,Website,3
5/10/2024,SKU_6,9,Cust_11,Retail,52.87,Store,4
5/10/2024,SKU_6,6,Cust_14,Retail,38.49,Store,3
5/11/2024,SKU_6,4,Cust_17,Wholesale,16.51,Website,5
5/11/2024,SKU_6,6,Cust_15,Retail,85.36,Website,2
5/11/2024,SKU_6,6,Cust_3,Retail,84.57,Distributor,3
5/12/2024,SKU_6,8,Cust_11,Wholesale,60.37,Store,3
5/12/2024,SKU_6,12,Cust_3,Online,77.33,Distributor,4
5/13/2024,SKU_6,17,Cust_14,Online,78.66,Website,2
5/13/2024,SKU_6,19,Cust_8,Retail,38.94,Distributor,2
5/14/2024,SKU_6,20,Cust_15,Online,25.59,Store,2
5/14/2024,SKU_6,13,Cust_20,Retail,88.71,Distributor,3
5/14/2024,SKU_6,12,Cust_8,Online,23.57,Store,2
5/15/2024,SKU_6,24,Cust_20,Wholesale,66.49,Website,4
5/16/2024,SKU_6,36,Cust_2,Wholesale,74.59,Store,4
5/17/2024,SKU_6,30,Cust_18,Retail,26.04,Website,3
5/18/2024,SKU_6,8,Cust_15,Online,22.26,Distributor,2
5/18/2024,SKU_6,9,Cust_19,Wholesale,98.56,Store,3
5/18/2024,SKU_6,6,Cust_2,Retail,97.92,Mobile App,2
5/19/2024,SKU_6,9,Cust_19,Retail,84.14,Store,4
5/19/2024,SKU_6,10,Cust_7,Wholesale,31.98,Website,5
5/20/2024,SKU_6,31,Cust_6,Wholesale,53.32,Mobile App,2
5/21/2024,SKU_6,8,Cust_13,Retail,19.05,Distributor,2
5/21/2024,SKU_6,8,Cust_5,Retail,96.53,Website,3
5/21/2024,SKU_6,8,Cust_10,Retail,65.26,Distributor,2
5/21/2024,SKU_6,10,Cust_15,Retail,78.81,Mobile App,5
5/22/2024,SKU_6,14,Cust_4,Wholesale,19.04,Distributor,2
5/22/2024,SKU_6,16,Cust_12,Wholesale,29.19,Mobile App,3
5/23/2024,SKU_6,8,Cust_19,Online,34.37,Mobile App,2
5/23/2024,SKU_6,6,Cust_15,Wholesale,50.48,Website,2
5/23/2024,SKU_6,18,Cust_1,Wholesale,89.57,Mobile App,5
5/24/2024,SKU_6,12,Cust_7,Online,57.48,Store,3
5/24/2024,SKU_6,7,Cust_6,Wholesale,36.23,Mobile App,4
5/24/2024,SKU_6,11,Cust_19,Wholesale,56.93,Distributor,5
5/24/2024,SKU_6,9,Cust_11,Online,62.64,Store,4
5/25/2024,SKU_6,9,Cust_1,Retail,96.9,Store,4
5/25/2024,SKU_6,8,Cust_1,Online,59.19,Mobile App,5
5/26/2024,SKU_6,6,Cust_15,Online,20.25,Mobile App,4
5/26/2024,SKU_6,4,Cust_10,Online,37.98,Distributor,3
5/26/2024,SKU_6,6,Cust_10,Retail,25.06,Mobile App,5
5/26/2024,SKU_6,7,Cust_18,Retail,88.47,Store,4
5/27/2024,SKU_6,12,Cust_8,Retail,39.33,Distributor,5
5/27/2024,SKU_6,14,Cust_9,Retail,46.2,Website,3
5/27/2024,SKU_6,10,Cust_19,Wholesale,15.04,Store,2
5/27/2024,SKU_6,6,Cust_15,Online,29.21,Mobile App,2
5/28/2024,SKU_6,18,Cust_14,Wholesale,11.07,Store,4
5/28/2024,SKU_6,11,Cust_20,Online,50.69,Distributor,4
5/29/2024,SKU_6,8,Cust_5,Retail,15.84,Distributor,2
5/29/2024,SKU_6,11,Cust_6,Online,70.61,Website,2
5/29/2024,SKU_6,8,Cust_9,Wholesale,57.51,Distributor,2
5/30/2024,SKU_6,35,Cust_8,Wholesale,64.3,Mobile App,3
5/31/2024,SKU_6,3,Cust_7,Retail,20.79,Website,3
5/31/2024,SKU_6,10,Cust_20,Retail,99.84,Distributor,2
5/31/2024,SKU_6,6,Cust_3,Retail,66.19,Store,2
5/31/2024,SKU_6,3,Cust_1,Online,93.36,Mobile App,5
6/1/2024,SKU_6,7,Cust_1,Online,13.16,Store,2
6/1/2024,SKU_6,6,Cust_2,Wholesale,56.03,Mobile App,4
6/1/2024,SKU_6,4,Cust_6,Wholesale,95.04,Website,2
6/1/2024,SKU_6,6,Cust_15,Wholesale,91.78,Store,3
6/2/2024,SKU_6,14,Cust_16,Retail,81.07,Distributor,3
6/2/2024,SKU_6,8,Cust_16,Wholesale,96.91,Mobile App,5
6/3/2024,SKU_6,5,Cust_3,Retail,26.29,Website,2
6/3/2024,SKU_6,10,Cust_14,Wholesale,96.42,Mobile App,4
6/3/2024,SKU_6,9,Cust_10,Retail,95.8,Mobile App,5
6/3/2024,SKU_6,3,Cust_18,Wholesale,10.32,Distributor,3
6/4/2024,SKU_6,4,Cust_6,Wholesale,18.9,Store,4
6/4/2024,SKU_6,10,Cust_17,Wholesale,58.36,Distributor,3
6/4/2024,SKU_6,11,Cust_11,Online,95.82,Distributor,5
6/4/2024,SKU_6,9,Cust_5,Wholesale,25.74,Website,3
